season,round,driver_id,constructor_id,driver_code,position_text,status,finishing_position,starting_position,race_points,laps_completed,fastest_lap,fastest_lap_time,fastest_lap_rank
2025,13,norris,mclaren,NOR,2,Finished,2,1,18,44,42,1:45.257,3
2025,13,leclerc,ferrari,LEC,3,Finished,3,3,15,44,40,1:46.174,9
2025,13,max_verstappen,red_bull,VER,4,Finished,4,4,12,44,40,1:46.096,7
2025,13,russell,mercedes,RUS,5,Finished,5,6,10,44,43,1:46.566,11
2025,13,albon,williams,ALB,6,Finished,6,5,8,44,38,1:46.813,15
2025,13,hamilton,ferrari,HAM,7,Finished,7,18,6,44,43,1:46.534,10
2025,13,lawson,rb,LAW,8,Finished,8,9,4,44,38,1:46.649,12
2025,13,bortoleto,sauber,BOR,9,Finished,9,10,2,44,41,1:46.966,16
2025,13,gasly,alpine,GAS,10,Finished,10,13,1,44,42,1:47.177,17
2025,13,bearman,haas,BEA,11,Finished,11,12,0,44,43,1:46.709,13
2025,13,hulkenberg,sauber,HUL,12,Finished,12,14,0,44,39,1:45.068,2
2025,13,tsunoda,red_bull,TSU,13,Finished,13,7,0,44,42,1:47.241,19
2025,13,stroll,aston_martin,STR,14,Finished,14,16,0,44,38,1:47.212,18
2025,13,ocon,haas,OCO,15,Finished,15,11,0,44,44,1:46.744,14
2025,13,antonelli,mercedes,ANT,16,Finished,16,19,0,44,32,1:44.861,1
2025,13,alonso,aston_martin,ALO,17,Finished,17,20,0,44,32,1:45.849,5
2025,13,sainz,williams,SAI,18,Finished,18,17,0,44,30,1:46.073,6
2025,13,colapinto,alpine,COL,19,Finished,19,15,0,44,30,1:46.104,8
2025,13,hadjar,rb,HAD,20,Lapped,20,8,0,43,43,1:47.667,20
2025,14,norris,mclaren,NOR,1,Finished,1,3,25,70,57,1:19.918,5
2025,14,piastri,mclaren,PIA,2,Finished,2,2,18,70,56,1:19.412,2
2025,14,russell,mercedes,RUS,3,Finished,3,4,15,70,45,1:19.409,1
2025,14,leclerc,ferrari,LEC,4,Finished,4,1,12,70,47,1:20.440,9
2025,14,alonso,aston_martin,ALO,5,Finished,5,5,10,70,54,1:20.113,8
2025,14,bortoleto,sauber,BOR,6,Finished,6,7,8,70,48,1:20.705,11
2025,14,stroll,aston_martin,STR,7,Finished,7,6,6,70,55,1:20.708,12
2025,14,lawson,rb,LAW,8,Finished,8,9,4,70,56,1:20.457,10
2025,14,max_verstappen,red_bull,VER,9,Finished,9,8,2,70,50,1:19.576,3
2025,14,antonelli,mercedes,ANT,10,Lapped,10,15,1,69,54,1:20.745,13
2025,14,hadjar,rb,HAD,11,Lapped,11,10,0,69,48,1:20.802,15
2025,14,hamilton,ferrari,HAM,12,Lapped,12,12,0,69,55,1:20.022,7
2025,14,hulkenberg,sauber,HUL,13,Lapped,13,18,0,69,67,1:20.013,6
2025,14,sainz,williams,SAI,14,Lapped,14,13,0,69,53,1:19.790,4
2025,14,albon,williams,ALB,15,Lapped,15,19,0,69,49,1:20.779,14
2025,14,ocon,haas,OCO,16,Lapped,16,17,0,69,17,1:21.916,19
2025,14,tsunoda,red_bull,TSU,17,Lapped,17,20,0,69,46,1:21.180,17
2025,14,colapinto,alpine,COL,18,Lapped,18,14,0,69,37,1:20.827,16
2025,14,gasly,alpine,GAS,19,Lapped,19,16,0,69,46,1:21.433,18
2025,14,bearman,haas,BEA,R,Retired,20,11,0,48,37,1:21.989,20
2025,15,piastri,mclaren,PIA,1,Finished,1,1,25,72,60,1:12.271,1
2025,15,max_verstappen,red_bull,VER,2,Finished,2,3,18,72,70,1:12.921,3
2025,15,hadjar,rb,HAD,3,Finished,3,4,15,72,70,1:13.327,5
2025,15,russell,mercedes,RUS,4,Finished,4,5,12,72,70,1:13.728,9
2025,15,albon,williams,ALB,5,Finished,5,15,10,72,70,1:13.687,7
2025,15,bearman,haas,BEA,6,Finished,6,20,8,72,70,1:13.950,13
2025,15,stroll,aston_martin,STR,7,Finished,7,19,6,72,70,1:13.822,11
2025,15,alonso,aston_martin,ALO,8,Finished,8,10,4,72,42,1:13.719,8
2025,15,tsunoda,red_bull,TSU,9,Finished,9,12,2,72,71,1:14.354,16
2025,15,ocon,haas,OCO,10,Finished,10,18,1,72,71,1:13.986,14
2025,15,colapinto,alpine,COL,11,Finished,11,16,0,72,72,1:13.049,4
2025,15,lawson,rb,LAW,12,Finished,12,8,0,72,60,1:13.879,12
2025,15,sainz,williams,SAI,13,Finished,13,9,0,72,58,1:13.808,10
2025,15,hulkenberg,sauber,HUL,14,Finished,14,17,0,72,61,1:14.912,18
2025,15,bortoleto,sauber,BOR,15,Finished,15,13,0,72,63,1:14.307,15
2025,15,antonelli,mercedes,ANT,16,Finished,16,11,0,72,70,1:13.480,6
2025,15,gasly,alpine,GAS,17,Finished,17,14,0,72,59,1:15.248,19
2025,15,norris,mclaren,NOR,18,Retired,18,2,0,64,59,1:12.379,2
2025,15,leclerc,ferrari,LEC,R,Retired,19,6,0,52,33,1:14.557,17
2025,15,hamilton,ferrari,HAM,R,Retired,20,7,0,22,6,1:15.684,20
2025,16,max_verstappen,red_bull,VER,1,Finished,1,1,25,53,52,1:21.003,2
2025,16,norris,mclaren,NOR,2,Finished,2,2,18,53,53,1:20.901,1
2025,16,piastri,mclaren,PIA,3,Finished,3,3,15,53,47,1:21.245,3
2025,16,leclerc,ferrari,LEC,4,Finished,4,4,12,53,53,1:21.294,4
2025,16,russell,mercedes,RUS,5,Finished,5,5,10,53,45,1:21.800,8
2025,16,hamilton,ferrari,HAM,6,Finished,6,10,8,53,50,1:21.546,6
2025,16,albon,williams,ALB,7,Finished,7,14,6,53,53,1:21.368,5
2025,16,bortoleto,sauber,BOR,8,Finished,8,7,4,53,51,1:22.139,12
2025,16,antonelli,mercedes,ANT,9,Finished,9,6,2,53,53,1:21.968,10
2025,16,hadjar,rb,HAD,10,Finished,10,19,1,53,46,1:22.133,11
2025,16,sainz,williams,SAI,11,Finished,11,13,0,53,47,1:21.740,7
2025,16,bearman,haas,BEA,12,Finished,12,11,0,53,53,1:21.820,9
2025,16,tsunoda,red_bull,TSU,13,Finished,13,9,0,53,52,1:22.712,16
2025,16,lawson,rb,LAW,14,Finished,14,18,0,53,49,1:22.777,17
2025,16,ocon,haas,OCO,15,Lapped,15,15,0,52,48,1:22.892,18
2025,16,gasly,alpine,GAS,16,Lapped,16,20,0,52,52,1:22.185,14
2025,16,colapinto,alpine,COL,17,Lapped,17,17,0,52,48,1:22.239,15
2025,16,stroll,aston_martin,STR,18,Lapped,18,16,0,52,51,1:22.164,13
2025,16,alonso,aston_martin,ALO,R,Retired,19,8,0,24,23,1:23.757,19
2025,16,hulkenberg,sauber,HUL,W,Did not start,20,12,0,0,,,
2025,17,max_verstappen,red_bull,VER,1,Finished,1,1,25,51,50,1:43.388,1
2025,17,russell,mercedes,RUS,2,Finished,2,5,18,51,42,1:43.754,2
2025,17,sainz,williams,SAI,3,Finished,3,2,15,51,47,1:43.972,4
2025,17,antonelli,mercedes,ANT,4,Finished,4,4,12,51,47,1:44.091,6
2025,17,lawson,rb,LAW,5,Finished,5,3,10,51,49,1:44.531,13
2025,17,tsunoda,red_bull,TSU,6,Finished,6,6,8,51,41,1:44.434,12
2025,17,norris,mclaren,NOR,7,Finished,7,7,6,51,42,1:44.155,8
2025,17,hamilton,ferrari,HAM,8,Finished,8,12,4,51,40,1:43.977,5
2025,17,leclerc,ferrari,LEC,9,Finished,9,10,2,51,50,1:44.274,9
2025,17,hadjar,rb,HAD,10,Finished,10,8,1,51,50,1:43.884,3
2025,17,bortoleto,sauber,BOR,11,Finished,11,13,0,51,45,1:44.930,14
2025,17,bearman,haas,BEA,12,Finished,12,15,0,51,31,1:44.288,10
2025,17,albon,williams,ALB,13,Finished,13,19,0,51,51,1:44.152,7
2025,17,ocon,haas,OCO,14,Finished,14,20,0,51,50,1:45.388,17
2025,17,alonso,aston_martin,ALO,15,Finished,15,11,0,51,50,1:45.002,15
2025,17,hulkenberg,sauber,HUL,16,Finished,16,17,0,51,47,1:44.370,11
2025,17,stroll,aston_martin,STR,17,Finished,17,14,0,51,50,1:45.083,16
2025,17,gasly,alpine,GAS,18,Lapped,18,18,0,50,37,1:45.492,18
2025,17,colapinto,alpine,COL,19,Lapped,19,16,0,50,40,1:46.055,19
2025,17,piastri,mclaren,PIA,R,Retired,20,9,0,0,,,
2025,18,russell,mercedes,RUS,1,Finished,1,1,25,62,27,1:35.676,11
2025,18,max_verstappen,red_bull,VER,2,Finished,2,2,18,62,30,1:35.649,10
2025,18,norris,mclaren,NOR,3,Finished,3,5,15,62,36,1:35.555,7
2025,18,piastri,mclaren,PIA,4,Finished,4,3,12,62,31,1:35.408,6
2025,18,antonelli,mercedes,ANT,5,Finished,5,4,10,62,27,1:35.303,4
2025,18,leclerc,ferrari,LEC,6,Finished,6,7,8,62,41,1:35.983,14
2025,18,alonso,aston_martin,ALO,7,Finished,7,10,6,62,52,1:35.862,13
2025,18,hamilton,ferrari,HAM,8,Finished,8,6,4,62,48,1:33.808,1
2025,18,bearman,haas,BEA,9,Finished,9,9,2,62,56,1:36.201,15
2025,18,sainz,williams,SAI,10,Lapped,10,18,1,61,61,1:34.963,3
2025,18,hadjar,rb,HAD,11,Lapped,11,8,0,61,54,1:36.938,18
2025,18,tsunoda,red_bull,TSU,12,Lapped,12,13,0,61,45,1:36.831,17
2025,18,stroll,aston_martin,STR,13,Lapped,13,15,0,61,60,1:35.851,12
2025,18,albon,williams,ALB,14,Lapped,14,20,0,61,60,1:35.648,9
2025,18,lawson,rb,LAW,15,Lapped,15,12,0,61,61,1:35.641,8
2025,18,colapinto,alpine,COL,16,Lapped,16,16,0,61,17,1:37.182,20
2025,18,bortoleto,sauber,BOR,17,Lapped,17,14,0,61,16,1:37.126,19
2025,18,ocon,haas,OCO,18,Lapped,18,17,0,61,32,1:36.646,16
2025,18,gasly,alpine,GAS,19,Lapped,19,19,0,61,53,1:34.573,2
2025,18,hulkenberg,sauber,HUL,20,Lapped,20,11,0,61,47,1:35.404,5
2025,19,max_verstappen,red_bull,VER,1,Finished,1,1,25,56,35,1:37.991,3
2025,19,norris,mclaren,NOR,2,Finished,2,2,18,56,35,1:37.620,2
2025,19,leclerc,ferrari,LEC,3,Finished,3,3,15,56,47,1:38.231,5
2025,19,hamilton,ferrari,HAM,4,Finished,4,5,12,56,55,1:38.361,8
2025,19,piastri,mclaren,PIA,5,Finished,5,6,10,56,55,1:38.564,10
2025,19,russell,mercedes,RUS,6,Finished,6,4,8,56,35,1:38.224,4
2025,19,tsunoda,red_bull,TSU,7,Finished,7,13,6,56,54,1:38.803,13
2025,19,hulkenberg,sauber,HUL,8,Finished,8,11,4,56,54,1:38.372,9
2025,19,bearman,haas,BEA,9,Finished,9,8,2,56,32,1:39.119,16
2025,19,alonso,aston_martin,ALO,10,Finished,10,10,1,56,54,1:38.789,12
2025,19,lawson,rb,LAW,11,Finished,11,12,0,56,53,1:38.983,14
2025,19,stroll,aston_martin,STR,12,Finished,12,19,0,56,54,1:39.071,15
2025,19,antonelli,mercedes,ANT,13,Finished,13,7,0,56,33,1:37.577,1
2025,19,albon,williams,ALB,14,Finished,14,18,0,56,38,1:38.328,7
2025,19,ocon,haas,OCO,15,Finished,15,17,0,56,31,1:39.263,18
2025,19,hadjar,rb,HAD,16,Finished,16,20,0,56,54,1:38.724,11
2025,19,colapinto,alpine,COL,17,Lapped,17,15,0,55,54,1:39.173,17
2025,19,bortoleto,sauber,BOR,18,Lapped,18,16,0,55,39,1:38.275,6
2025,19,gasly,alpine,GAS,19,Lapped,19,14,0,55,30,1:39.270,19
2025,19,sainz,williams,SAI,R,Retired,20,9,0,5,3,1:40.327,20
2025,20,norris,mclaren,NOR,1,Finished,1,1,25,71,45,1:20.764,8
2025,20,leclerc,ferrari,LEC,2,Finished,2,2,18,71,45,1:21.588,14
2025,20,max_verstappen,red_bull,VER,3,Finished,3,5,15,71,50,1:21.108,10
2025,20,bearman,haas,BEA,4,Finished,4,9,12,71,51,1:20.705,7
2025,20,piastri,mclaren,PIA,5,Finished,5,7,10,71,53,1:20.422,3
2025,20,antonelli,mercedes,ANT,6,Finished,6,6,8,71,58,1:20.826,9
2025,20,russell,mercedes,RUS,7,Finished,7,4,6,71,50,1:20.052,1
2025,20,hamilton,ferrari,HAM,8,Finished,8,3,4,71,50,1:20.601,6
2025,20,ocon,haas,OCO,9,Finished,9,11,2,71,65,1:21.869,17
2025,20,bortoleto,sauber,BOR,10,Finished,10,16,1,71,39,1:21.121,11
2025,20,tsunoda,red_bull,TSU,11,Finished,11,10,0,71,44,1:21.486,13
2025,20,albon,williams,ALB,12,Lapped,12,17,0,70,45,1:20.480,4
2025,20,hadjar,rb,HAD,13,Lapped,13,8,0,70,44,1:21.714,16
2025,20,stroll,aston_martin,STR,14,Lapped,14,19,0,70,45,1:20.593,5
2025,20,gasly,alpine,GAS,15,Lapped,15,18,0,70,43,1:22.271,18
2025,20,colapinto,alpine,COL,16,Lapped,16,20,0,70,50,1:21.342,12
2025,20,sainz,williams,SAI,17,Retired,17,12,0,67,48,1:20.098,2
2025,20,alonso,aston_martin,ALO,R,Retired,18,14,0,34,22,1:21.708,15
2025,20,hulkenberg,sauber,HUL,R,Retired,19,13,0,25,14,1:23.091,19
2025,20,lawson,rb,LAW,R,Retired,20,15,0,5,4,1:25.124,20
2025,21,norris,mclaren,NOR,1,Finished,1,1,25,71,66,1:13.040,6
2025,21,antonelli,mercedes,ANT,2,Finished,2,2,18,71,52,1:13.123,9
2025,21,max_verstappen,red_bull,VER,3,Finished,3,19,15,71,56,1:12.447,2
2025,21,russell,mercedes,RUS,4,Finished,4,6,12,71,52,1:13.097,8
2025,21,piastri,mclaren,PIA,5,Finished,5,4,10,71,54,1:12.742,3
2025,21,bearman,haas,BEA,6,Finished,6,8,8,71,48,1:13.483,13
2025,21,lawson,rb,LAW,7,Finished,7,7,6,71,21,1:14.029,18
2025,21,hadjar,rb,HAD,8,Finished,8,5,4,71,40,1:13.694,15
2025,21,hulkenberg,sauber,HUL,9,Finished,9,10,2,71,39,1:13.474,11
2025,21,gasly,alpine,GAS,10,Finished,10,9,1,71,42,1:13.736,16
2025,21,albon,williams,ALB,11,Finished,11,12,0,71,59,1:12.400,1
2025,21,ocon,haas,OCO,12,Finished,12,20,0,71,10,1:13.481,12
2025,21,sainz,williams,SAI,13,Finished,13,15,0,71,19,1:13.683,14
2025,21,alonso,aston_martin,ALO,14,Finished,14,11,0,71,48,1:13.312,10
2025,21,colapinto,alpine,COL,15,Finished,15,16,0,71,45,1:12.816,5
2025,21,stroll,aston_martin,STR,16,Finished,16,14,0,71,56,1:13.094,7
2025,21,tsunoda,red_bull,TSU,17,Finished,17,17,0,71,49,1:12.774,4
2025,21,hamilton,ferrari,HAM,R,Retired,18,13,0,37,35,1:13.844,17
2025,21,leclerc,ferrari,LEC,R,Retired,19,3,0,5,2,1:43.560,19
2025,21,bortoleto,sauber,BOR,R,Retired,20,18,0,0,,,
2025,22,max_verstappen,red_bull,VER,1,Finished,1,2,25,50,50,1:33.365,1
2025,22,russell,mercedes,RUS,2,Finished,2,4,18,50,50,1:34.592,9
2025,22,antonelli,mercedes,ANT,3,Finished,3,17,15,50,48,1:33.998,2
2025,22,leclerc,ferrari,LEC,4,Finished,4,9,12,50,43,1:34.304,3
2025,22,sainz,williams,SAI,5,Finished,5,3,10,50,42,1:34.496,4
2025,22,hadjar,rb,HAD,6,Finished,6,8,8,50,50,1:34.620,10
2025,22,hulkenberg,sauber,HUL,7,Finished,7,11,6,50,49,1:34.592,8
2025,22,hamilton,ferrari,HAM,8,Finished,8,19,4,50,49,1:34.553,6
2025,22,ocon,haas,OCO,9,Finished,9,13,2,50,48,1:34.557,7
2025,22,bearman,haas,BEA,10,Finished,10,14,1,50,50,1:34.519,5
2025,22,alonso,aston_martin,ALO,11,Finished,11,7,0,50,41,1:35.629,14
2025,22,tsunoda,red_bull,TSU,12,Finished,12,20,0,50,49,1:34.967,12
2025,22,gasly,alpine,GAS,13,Finished,13,10,0,50,44,1:35.674,15
2025,22,lawson,rb,LAW,14,Lapped,14,6,0,49,47,1:34.837,11
2025,22,colapinto,alpine,COL,15,Lapped,15,15,0,49,38,1:35.780,16
2025,22,albon,williams,ALB,R,Retired,16,16,0,35,26,1:35.184,13
2025,22,bortoleto,sauber,BOR,R,Retired,17,18,0,2,,,
2025,22,stroll,aston_martin,STR,R,Retired,18,12,0,0,,,
2025,22,norris,mclaren,NOR,D,Disqualified,19,1,0,50,,,
2025,22,piastri,mclaren,PIA,D,Disqualified,20,5,0,50,,,
2025,23,max_verstappen,red_bull,VER,1,Finished,1,3,25,57,50,1:23.498,5
2025,23,piastri,mclaren,PIA,2,Finished,2,1,18,57,44,1:22.996,1
2025,23,sainz,williams,SAI,3,Finished,3,7,15,57,48,1:23.859,6
2025,23,norris,mclaren,NOR,4,Finished,4,2,12,57,47,1:23.197,2
2025,23,antonelli,mercedes,ANT,5,Finished,5,5,10,57,55,1:23.955,8
2025,23,russell,mercedes,RUS,6,Finished,6,4,8,57,56,1:23.198,3
2025,23,alonso,aston_martin,ALO,7,Finished,7,8,6,57,57,1:23.940,7
2025,23,leclerc,ferrari,LEC,8,Finished,8,10,4,57,56,1:24.432,13
2025,23,lawson,rb,LAW,9,Finished,9,12,2,57,54,1:23.971,9
2025,23,tsunoda,red_bull,TSU,10,Finished,10,15,1,57,57,1:24.139,10
2025,23,albon,williams,ALB,11,Finished,11,14,0,57,57,1:24.261,11
2025,23,hamilton,ferrari,HAM,12,Finished,12,17,0,57,52,1:24.848,14
2025,23,bortoleto,sauber,BOR,13,Finished,13,19,0,57,54,1:25.233,17
2025,23,colapinto,alpine,COL,14,Lapped,14,20,0,56,52,1:25.644,19
2025,23,ocon,haas,OCO,15,Lapped,15,16,0,56,36,1:25.056,16
2025,23,gasly,alpine,GAS,16,Lapped,16,9,0,56,54,1:25.376,18
2025,23,stroll,aston_martin,STR,17,Retired,17,18,0,55,51,1:23.484,4
2025,23,hadjar,rb,HAD,18,Retired,18,6,0,55,52,1:24.317,12
2025,23,bearman,haas,BEA,R,Retired,19,13,0,41,34,1:24.930,15
2025,23,hulkenberg,sauber,HUL,R,Retired,20,11,0,6,5,1:28.139,20
2025,24,max_verstappen,red_bull,VER,1,Finished,1,1,25,58,39,1:27.625,5
2025,24,piastri,mclaren,PIA,2,Finished,2,3,18,58,44,1:26.765,2
2025,24,norris,mclaren,NOR,3,Finished,3,2,15,58,48,1:26.818,3
2025,24,leclerc,ferrari,LEC,4,Finished,4,5,12,58,45,1:26.725,1
2025,24,russell,mercedes,RUS,5,Finished,5,4,10,58,57,1:28.599,14
2025,24,alonso,aston_martin,ALO,6,Finished,6,6,8,58,54,1:28.279,11
2025,24,ocon,haas,OCO,7,Finished,7,8,6,58,56,1:28.655,15
2025,24,hamilton,ferrari,HAM,8,Finished,8,16,4,58,36,1:28.094,10
2025,24,hulkenberg,sauber,HUL,9,Finished,9,18,2,58,46,1:27.050,4
2025,24,stroll,aston_martin,STR,10,Finished,10,15,1,58,52,1:27.626,6
2025,24,bortoleto,sauber,BOR,11,Finished,11,7,0,58,47,1:29.114,19
2025,24,bearman,haas,BEA,12,Finished,12,11,0,58,50,1:28.976,17
2025,24,sainz,williams,SAI,13,Finished,13,12,0,58,51,1:29.052,18
2025,24,tsunoda,red_bull,TSU,14,Finished,14,10,0,58,44,1:28.557,13
2025,24,antonelli,mercedes,ANT,15,Finished,15,14,0,58,34,1:28.029,9
2025,24,albon,williams,ALB,16,Finished,16,17,0,58,45,1:28.367,12
2025,24,hadjar,rb,HAD,17,Lapped,17,9,0,57,52,1:29.375,20
2025,24,lawson,rb,LAW,18,Lapped,18,13,0,57,39,1:28.886,16
2025,24,gasly,alpine,GAS,19,Lapped,19,19,0,57,46,1:27.767,8
2025,24,colapinto,alpine,COL,20,Lapped,20,20,0,57,42,1:27.710,7
